loan_id,account_id,status,loan_date,loan_amount,duration,payments,owner_district_id,client_age,client_gender,account_district_id,frequency,account_date,birthdate,transaction_date_max,transaction_date_min,operation_count,amount_mean,amount_min,amount_max,amount_std,amount_last,amount_abs_min,amount_rangev,balance_mean,balance_min,balance_max,balance_std,balance_last,balance_abs_min,balance_rangev,type_count_in,type_count_out,type_mean_in,type_mean_out,disp_id_count,card_type_count_gold,card_type_count_classic,card_type_count_junior,account_region,account_no. of inhabitants,account_average salary,account_unemploymant rate '95,account_unemploymant rate '96,account_no. of enterpreneurs per 1000 inhabitants,account_no. of commited crimes '95,account_no. of commited crimes '96
5464,2419,no,1995-01-30,95808,12,7984,43,81,M,24,monthly issuance,1993-11-27,1940-09-07,1995-01-29,1993-11-27,90,805.5611111111111,-57700.0,49008.0,22066.45907735857,26373.0,14.6,106708.0,59701.78666666667,900.0,122452.2,24705.82136034003,72500.4,900.0,121552.2,40,50,0.4444444444444444,0.5555555555555556,1,0,0,0,west Bohemia,122603,8991,1.39,2.01,128,5198,5273
6591,7819,no,1995-02-02,20832,48,434,38,73,M,38,monthly issuance,1993-08-01,1948-05-04,1995-01-31,1993-08-01,151,118.360927152318,-19700.0,13251.0,4276.905237419124,68.5,14.6,32951.0,21368.909933774863,500.0,41997.9,5923.774708486194,17887.1,500.0,41497.9,47,104,0.31125827814569534,0.6887417218543046,1,0,0,0,north Bohemia,85852,8965,7.08,8.23,104,2653,2822
5724,3678,yes,1995-02-05,316140,60,5269,1,53,M,1,monthly issuance,1993-03-24,1968-02-22,1995-01-31,1993-03-24,139,92.17194244604326,-9500.0,13352.0,5291.983178753222,66.8,14.6,22852.0,18632.933812949643,800.0,39616.2,6901.260790646524,12826.4,800.0,38816.2,60,79,0.4316546762589928,0.5683453237410072,1,0,0,0,Prague,1204953,12541,0.29,0.43,167,85677,99107
6315,6472,no,1995-02-06,43164,12,3597,61,45,F,61,monthly issuance,1994-02-08,1976-01-06,1995-02-03,1994-02-08,69,454.3492753623184,-43700.0,57680.0,21714.197967456435,900.0,14.6,101380.0,68377.06376811591,800.0,120071.4,22291.65403318662,31349.9,800.0,119271.4,26,43,0.37681159420289856,0.6231884057971014,1,0,0,0,south Moravia,117897,8814,4.76,5.74,107,2112,2059
5876,4413,no,1995-02-08,221280,48,4610,74,53,M,74,weekly issuance,1994-01-15,1968-03-28,1995-01-31,1994-01-15,71,441.050704225352,-32300.0,50178.0,17996.94083959726,-30.0,30.0,82478.0,37596.93239436623,1100.0,106144.8,18388.528003099997,31314.7,1100.0,105044.8,25,46,0.352112676056338,0.647887323943662,2,0,0,0,north Moravia,323870,10673,4.75,5.44,100,18782,18347
6986,9750,yes,1995-02-11,151728,48,3161,74,45,M,74,monthly issuance,1994-05-16,1976-06-23,1995-02-10,1994-05-16,57,464.71052631578937,-27000.0,48906.0,13894.854885772387,2300.0,0.8,75906.0,30491.098245614015,-669.7,82784.6,24000.12499806356,26488.7,358.5,83454.3,28,29,0.49122807017543857,0.5087719298245614,1,0,0,0,north Moravia,323870,10673,4.75,5.44,100,18782,18347
6294,6353,no,1995-02-12,79920,60,1332,26,68,M,26,monthly issuance,1993-11-26,1953-04-05,1995-02-10,1993-11-26,95,329.1747368421056,-24300.0,36634.5,12738.082800263792,-5984.0,14.6,60934.5,43846.97789473684,700.0,74199.5,11483.013284673825,31271.6,700.0,73499.5,29,66,0.30526315789473685,0.6947368421052632,1,0,0,0,west Bohemia,170449,10787,2.64,3.09,131,6041,6261
5132,817,no,1995-02-17,538500,60,8975,5,61,M,5,monthly issuance,1994-03-18,1960-06-28,1995-02-14,1994-03-18,58,401.224137931035,-23800.0,32082.0,12446.443589887402,-4605.0,14.6,55882.0,33687.85862068966,200.0,69775.9,13408.02036465337,23271.0,200.0,69575.9,22,36,0.3793103448275862,0.6206896551724138,1,0,0,0,central Bohemia,95616,9307,3.85,4.43,118,2616,3040
5877,4414,no,1995-02-23,97224,24,4051,17,70,F,24,monthly issuance,1993-09-10,1951-04-07,1995-02-17,1993-09-10,112,173.92499999999998,-11700.0,16257.0,5670.881536481856,-3600.0,14.6,27957.0,22360.53660714285,1000.0,43393.0,7476.937792262856,19479.6,1000.0,42393.0,42,70,0.375,0.625,2,0,0,0,west Bohemia,122603,8991,1.39,2.01,128,5198,5273
6227,6030,no,1995-03-04,28248,24,1177,47,51,F,47,monthly issuance,1993-08-24,1970-02-10,1995-02-28,1993-08-24,94,358.82127659574473,-23400.0,30055.5,12577.335037621231,-14.6,14.6,53455.5,45582.44893617021,400.0,69893.0,11726.617607165179,33729.1,400.0,69493.0,38,56,0.40425531914893614,0.5957446808510638,1,0,0,0,east Bohemia,162580,9538,1.51,1.81,111,6079,5410
7241,11021,yes,1995-03-04,168984,24,7041,1,45,M,1,monthly issuance,1993-08-10,1976-03-18,1995-03-03,1993-08-10,160,151.90187499999956,-55200.0,49960.0,18218.816178852052,14200.0,2.5,105160.0,56053.99750000008,-517.7,120806.4,28355.36015800731,24304.3,517.7,121324.09999999999,74,86,0.4625,0.5375,1,0,0,0,Prague,1204953,12541,0.29,0.43,167,85677,99107
6737,8564,no,1995-03-11,76680,24,3195,68,72,M,68,monthly issuance,1993-09-12,1949-01-07,1995-03-08,1993-09-12,143,190.1503496503495,-38700.0,57554.0,17120.749837575084,-5483.0,14.6,96254.0,62933.4748251748,1000.0,104676.1,21005.680291887616,27191.2,1000.0,103676.1,53,90,0.3706293706293706,0.6293706293706294,2,0,0,0,north Moravia,228848,9893,4.09,4.72,96,5623,5887
7004,9869,no,1995-03-15,331560,60,5526,2,40,M,12,monthly issuance,1993-08-21,1980-11-23,1995-03-14,1993-08-21,119,403.2941176470591,-24700.0,33276.0,11307.3571524592,-12400.0,14.6,57976.0,36941.99831932773,900.0,71924.6,11038.409511529931,47992.1,900.0,71024.6,40,79,0.33613445378151263,0.6638655462184874,2,0,0,0,central Bohemia,107870,8754,3.83,4.31,137,3804,3868
5208,1247,yes,1995-03-16,99696,48,2077,65,50,F,25,monthly issuance,1993-06-08,1971-06-25,1995-03-04,1993-06-08,108,305.2500000000001,-55900.0,49327.0,18451.812213648747,-2000.0,0.4,105227.0,46341.29351851856,-974.6,127684.9,28762.206936050658,32966.8,68.5,128659.5,45,63,0.4166666666666667,0.5833333333333334,1,0,0,0,west Bohemia,88757,8554,2.47,2.68,113,1822,2218
6169,5700,yes,1995-03-16,103680,60,1728,42,50,M,42,monthly issuance,1993-07-20,1971-06-24,1995-03-12,1993-07-20,109,277.3183486238534,-13920.0,14422.5,5844.976840957274,-6200.0,14.6,28342.5,28250.10917431192,500.0,46520.1,9371.387579711678,30227.6,500.0,46020.1,44,65,0.4036697247706422,0.5963302752293578,1,0,0,0,east Bohemia,95907,8388,2.41,2.94,87,1658,1668
6694,8316,no,1995-03-19,134784,24,5616,70,81,F,70,monthly issuance,1994-06-04,1940-05-11,1995-03-07,1994-06-04,55,294.88545454545385,-58800.0,43785.0,16638.728676287676,-4900.0,12.2,102585.0,44005.11272727274,900.0,112839.2,25288.200975246633,16218.7,900.0,111939.2,30,25,0.5454545454545454,0.45454545454545453,1,0,0,0,north Moravia,285387,10177,6.63,7.75,81,9878,10108
5599,3064,no,1995-03-21,15420,12,1285,1,56,F,40,monthly issuance,1993-05-23,1965-06-04,1995-03-19,1993-05-23,151,211.0423841059603,-11840.0,13881.0,4745.065686801214,-800.0,14.6,25721.0,24577.200000000033,1000.0,41137.4,7049.350987979909,31867.2,1000.0,40137.4,53,98,0.3509933774834437,0.6490066225165563,1,0,0,0,north Bohemia,128118,9317,6.49,7.07,97,6949,6872
6546,7607,no,1995-03-27,31728,24,1322,1,71,M,1,monthly issuance,1993-09-05,1950-04-10,1995-03-18,1993-09-05,117,280.36666666666684,-19680.0,22267.5,7906.576424876559,-3240.0,14.6,41947.5,31139.747863247834,600.0,56122.8,9913.02291629028,32802.7,600.0,55522.8,41,76,0.3504273504273504,0.6495726495726496,2,0,0,0,Prague,1204953,12541,0.29,0.43,167,85677,99107
5414,2228,no,1995-03-29,185952,48,3874,34,76,M,34,monthly issuance,1994-03-19,1945-02-22,1995-03-25,1994-03-19,34,2423.091176470588,-57400.0,46725.0,20039.547224416445,35092.0,68.7,104125.0,50113.19411764706,700.0,145318.2,31588.379961912357,82385.2,700.0,144618.2,20,14,0.5882352941176471,0.4117647058823529,1,0,0,0,north Bohemia,125236,9675,6.43,7.68,100,5323,5190
5453,2361,no,1995-04-01,156672,36,4352,28,65,F,28,monthly issuance,1994-02-25,1956-04-25,1995-03-31,1994-02-25,75,310.28666666666686,-9000.0,10380.0,4448.2020854872735,80.2,11.2,19380.0,22927.502666666693,500.0,41876.9,6686.145590252044,23286.1,500.0,41376.9,37,38,0.49333333333333335,0.5066666666666667,1,0,0,0,west Bohemia,72541,8594,1.62,2.01,112,1580,1525
5740,3752,no,1995-04-02,18564,12,1547,1,58,F,1,monthly issuance,1994-11-25,1963-02-04,1995-03-31,1994-11-25,13,3328.1307692307696,-13400.0,25603.5,12195.359397217768,167.3,24.0,39003.5,35538.04615384616,200.0,56498.4,14265.870341694039,43265.7,200.0,56298.4,9,4,0.6923076923076923,0.3076923076923077,1,0,0,0,Prague,1204953,12541,0.29,0.43,167,85677,99107
5804,4079,no,1995-04-05,158976,48,3312,52,82,M,52,monthly issuance,1993-11-03,1939-01-09,1995-03-31,1993-11-03,156,121.02307692307689,-37300.0,48358.0,14000.167284580504,74.4,14.6,85658.0,49916.091025641086,600.0,130293.2,23319.33818504641,18894.0,600.0,129693.2,52,104,0.3333333333333333,0.6666666666666666,1,0,0,0,east Bohemia,139012,8363,2.52,3.49,108,2564,2799
6745,8625,no,1995-04-10,47304,24,1971,64,50,M,64,monthly issuance,1993-11-10,1971-08-03,1995-04-04,1993-11-10,167,374.00239520958087,-59900.0,49060.0,21120.817481329475,-29500.0,14.6,108960.0,68740.02335329348,400.0,148093.0,30916.763221258978,62458.3,400.0,147693.0,76,91,0.4550898203592814,0.5449101796407185,1,0,0,0,south Moravia,197099,9624,1.60,2.31,145,4484,4265
6950,9591,no,1995-04-11,104712,24,4363,74,76,M,74,monthly issuance,1993-05-20,1944-12-12,1995-04-10,1993-05-20,191,114.14293193717266,-56400.0,49831.0,18724.49067730168,200.0,14.6,106231.0,57357.84345549748,400.0,147603.2,27075.74205832393,25947.2,400.0,147203.2,72,119,0.3769633507853403,0.6230366492146597,1,0,0,0,north Moravia,323870,10673,4.75,5.44,100,18782,18347
6996,9828,no,1995-04-13,126600,24,5275,47,82,M,11,monthly issuance,1993-05-20,1939-02-27,1995-04-10,1993-05-20,132,369.09696969697006,-32400.0,47472.0,17524.98914247332,-21000.0,14.6,79872.0,47118.99318181818,400.0,94043.3,17179.81146303782,48720.6,400.0,93643.3,46,86,0.3484848484848485,0.6515151515151515,1,0,0,0,central Bohemia,75637,9622,0.45,0.59,154,3475,3529
5352,1993,yes,1995-04-15,68400,12,5700,68,45,F,68,monthly issuance,1994-10-30,1976-06-09,1995-03-31,1994-10-30,14,1710.4428571428573,-15800.0,31037.0,11837.386810032427,147.7,66.2,46837.0,31793.735714285714,800.0,51242.2,12297.15509867766,23946.1,800.0,50442.2,9,5,0.6428571428571429,0.35714285714285715,1,0,0,0,north Moravia,228848,9893,4.09,4.72,96,5623,5887
6151,5628,no,1995-04-25,225420,60,3757,61,73,F,61,monthly issuance,1994-06-17,1948-08-03,1995-04-13,1994-06-17,51,635.3627450980392,-14800.0,20727.0,7892.115364285061,-6800.0,14.6,35527.0,31185.156862745098,200.0,53271.6,9614.3623318295,32403.4,200.0,53071.6,22,29,0.43137254901960786,0.5686274509803921,1,0,0,0,south Moravia,117897,8814,4.76,5.74,107,2112,2059
5310,1762,no,1995-04-28,248148,36,6893,28,81,F,28,monthly issuance,1993-12-11,1940-07-24,1995-04-20,1993-12-11,120,342.5716666666668,-28960.0,28362.0,9010.165891189434,-6100.0,14.6,57322.0,36063.78833333336,600.0,67486.0,10761.578895609015,41108.6,600.0,66886.0,37,83,0.30833333333333335,0.6916666666666667,1,0,0,0,west Bohemia,72541,8594,1.62,2.01,112,1580,1525
5045,347,yes,1995-05-01,187224,24,7801,1,74,M,65,monthly issuance,1993-12-13,1947-10-08,1995-04-30,1993-12-13,88,577.6386363636365,-51900.0,46293.0,17258.630286253032,-14.6,0.2,98193.0,42084.311363636334,-243.3,92571.3,22038.48158908669,50832.1,200.0,92814.6,38,50,0.4318181818181818,0.5681818181818182,1,0,0,0,south Moravia,114200,8403,5.74,5.72,105,2157,2718
6929,9472,no,1995-05-08,36396,12,3033,76,49,M,1,weekly issuance,1993-07-06,1972-04-03,1995-05-06,1993-07-06,158,287.85253164556985,-51700.0,48143.0,18416.540680797727,-5119.0,30.0,99843.0,57977.03481012657,800.0,125887.5,25051.25763785537,45480.6,800.0,125087.5,56,102,0.35443037974683544,0.6455696202531646,1,0,0,0,Prague,1204953,12541,0.29,0.43,167,85677,99107
5151,960,no,1995-05-24,189060,60,3151,4,62,F,4,issuance after transaction,1994-11-02,1958-12-30,1995-05-16,1994-11-02,30,2298.183333333333,-40300.0,60016.0,25706.572244561994,-3400.0,100.0,100316.0,72242.8966666667,200.0,101793.6,24683.06321415813,68945.6,200.0,101593.6,14,16,0.4666666666666667,0.5333333333333333,1,0,0,0,central Bohemia,149893,9753,4.64,5.05,109,5244,5892
5212,1256,no,1995-05-29,71064,36,1974,38,75,F,38,monthly issuance,1994-04-21,1946-10-17,1995-05-16,1994-04-21,86,365.08023255813964,-13600.0,22908.0,7683.024506776111,-3000.0,14.6,36508.0,34577.30232558138,700.0,55373.3,9923.171541124484,31397.0,700.0,54673.3,29,57,0.3372093023255814,0.6627906976744186,1,0,0,0,north Bohemia,85852,8965,7.08,8.23,104,2653,2822
5138,854,no,1995-05-30,87216,48,1817,1,67,F,62,monthly issuance,1993-09-21,1954-03-16,1995-05-14,1993-09-21,148,181.0493243243245,-9900.0,15608.0,4828.212336527692,-2400.0,14.6,25508.0,30847.149324324353,700.0,43787.3,6554.760512834303,29638.3,700.0,43087.3,41,107,0.27702702702702703,0.722972972972973,1,0,0,0,south Moravia,145688,8544,1.29,1.86,109,2719,2906
5713,3629,no,1995-05-30,158760,60,2646,48,43,M,48,monthly issuance,1993-07-27,1978-01-31,1995-05-27,1993-07-27,166,115.55662650602426,-17200.0,23810.0,7537.530722815004,-2900.0,14.6,41010.0,24908.761445783133,900.0,59898.4,8944.715311238842,19182.3,900.0,58998.4,55,111,0.3313253012048193,0.6686746987951807,1,0,0,0,east Bohemia,78955,9060,1.78,2.44,124,1655,1717
6704,8377,no,1995-06-01,417060,60,6951,29,60,F,29,monthly issuance,1993-11-20,1961-09-14,1995-05-31,1993-11-20,74,1094.3067567567566,-52700.0,43656.0,16945.540746153332,-14.6,14.6,96356.0,58445.027027027056,200.0,127508.6,25817.73541355227,80978.7,200.0,127308.6,41,33,0.5540540540540541,0.44594594594594594,2,0,0,0,west Bohemia,45714,8843,2.82,3.6,113,818,888
6474,7190,no,1995-06-06,63360,60,1056,49,66,M,49,monthly issuance,1993-09-06,1955-08-14,1995-05-31,1993-09-06,119,215.42352941176483,-7300.0,12138.0,4587.227469071161,-14.6,14.6,19438.0,29108.363865546195,700.0,40733.8,6107.706916241164,25635.0,700.0,40033.8,49,70,0.4117647058823529,0.5882352941176471,2,0,0,0,east Bohemia,75685,8208,1.89,2.26,155,1660,2123
6965,9656,no,1995-06-13,139536,24,5814,61,80,F,61,monthly issuance,1993-11-14,1941-09-13,1995-06-07,1993-11-14,165,221.04848484848466,-53200.0,49193.0,20673.367248672585,-7400.0,12.2,102393.0,63889.87393939401,800.0,151546.9,30644.157075754654,36472.9,800.0,150746.9,67,98,0.40606060606060607,0.593939393939394,1,0,0,0,south Moravia,117897,8814,4.76,5.74,107,2112,2059
6676,8159,no,1995-06-13,29784,24,1241,26,51,F,26,monthly issuance,1995-02-08,1969-12-25,1995-06-08,1995-02-08,12,3160.016666666667,-11300.0,17241.0,8783.15395710689,-11300.0,59.4,28541.0,27626.08333333333,200.0,49220.3,13131.977125726578,37920.3,200.0,49020.3,9,3,0.75,0.25,2,0,0,0,west Bohemia,170449,10787,2.64,3.09,131,6041,6261
6725,8489,no,1995-06-23,265320,36,7370,51,73,F,19,monthly issuance,1993-09-18,1948-08-28,1995-06-10,1993-09-18,148,238.4479729729732,-17700.0,26409.0,8594.650650793175,-7000.0,14.6,44109.0,35566.88108108107,700.0,61993.3,9992.57311449955,35289.8,700.0,61293.3,64,84,0.43243243243243246,0.5675675675675675,2,0,0,0,south Bohemia,51428,8402,3.13,3.98,120,999,1099
7166,10630,no,1995-06-24,198240,24,8260,41,65,M,41,monthly issuance,1995-01-15,1956-02-18,1995-06-14,1995-01-15,16,2209.0125,-13000.0,19455.0,9816.57269762891,-9300.0,43.0,32455.0,30953.143750000003,300.0,51947.2,13022.421614480605,35344.2,300.0,51647.2,11,5,0.6875,0.3125,1,0,0,0,north Bohemia,118650,9832,3.32,4.48,114,6445,5471
7138,10440,no,1995-07-03,60000,60,1000,45,75,M,72,monthly issuance,1993-09-13,1946-10-15,1995-06-30,1993-09-13,137,123.19927007299275,-7000.0,11049.0,3846.772247621764,82.9,14.6,18049.0,24643.283941605838,400.0,39393.9,5853.928886719555,16893.2,400.0,38993.9,48,89,0.35036496350364965,0.6496350364963503,1,0,0,0,north Moravia,226122,8994,3.80,4.79,110,9672,9208
5970,4774,no,1995-07-09,465072,48,9689,66,73,M,66,monthly issuance,1994-01-14,1948-05-08,1995-07-08,1994-01-14,103,360.7038834951457,-42880.0,35163.0,13109.178331783216,-10200.0,14.6,78043.0,27778.745631067963,300.0,79557.6,13613.100566191757,37152.4,300.0,79257.6,38,65,0.36893203883495146,0.6310679611650486,2,0,0,0,south Moravia,125832,8512,3.51,4.12,102,2247,2103
6157,5650,no,1995-07-10,98592,24,4108,10,57,F,10,issuance after transaction,1995-01-08,1963-12-24,1995-07-07,1995-01-08,26,1687.380769230769,-24500.0,36975.0,15740.18703617004,-2700.0,68.7,61475.0,54128.56538461536,900.0,78713.7,19656.29438137193,62671.9,900.0,77813.7,13,13,0.5,0.5,1,0,0,0,central Bohemia,92084,10124,0.56,0.54,141,3810,4316
6153,5632,no,1995-07-25,285600,60,4760,5,40,F,5,weekly issuance,1994-11-15,1980-12-07,1995-07-13,1994-11-15,49,575.3938775510208,-33600.0,42729.0,15706.11022393578,4200.0,30.0,76329.0,49651.8918367347,1100.0,126077.1,26473.42182373544,28194.4,1100.0,124977.1,24,25,0.4897959183673469,0.5102040816326531,2,0,0,0,central Bohemia,95616,9307,3.85,4.43,118,2616,3040
5693,3489,no,1995-08-01,44088,24,1837,9,70,F,9,monthly issuance,1994-12-08,1951-06-25,1995-07-31,1994-12-08,32,1386.515625,-18000.0,24304.5,9992.09503580639,-14.6,14.6,42304.5,36548.818750000006,1000.0,55576.8,11906.808161813045,44368.6,1000.0,54576.8,17,15,0.53125,0.46875,1,0,0,0,central Bohemia,81344,8899,3.39,3.97,149,2987,2487
5922,4580,no,1995-08-05,20220,12,1685,9,48,F,9,monthly issuance,1994-08-27,1973-05-15,1995-07-31,1994-08-27,51,613.792156862745,-48100.0,49397.0,15994.266476395134,109.9,14.6,97497.0,41077.63529411765,500.0,122906.7,25420.727566030233,31317.9,500.0,122406.7,23,28,0.45098039215686275,0.5490196078431373,1,0,0,0,central Bohemia,81344,8899,3.39,3.97,149,2987,2487
5959,4727,no,1995-08-11,107640,24,4485,2,61,F,2,monthly issuance,1995-02-13,1959-11-22,1995-08-05,1995-02-13,23,2840.2391304347825,-46900.0,53613.0,24954.115758577584,35742.0,14.6,100513.0,50214.50434782608,600.0,107783.7,22727.670225229824,65325.4,600.0,107183.7,12,11,0.5217391304347826,0.4782608695652174,1,0,0,0,central Bohemia,88884,8507,1.67,1.85,132,2159,2674
5980,4825,no,1995-08-18,21396,12,1783,15,53,M,15,monthly issuance,1994-06-04,1968-09-09,1995-08-16,1994-06-04,78,317.71923076923105,-14075.0,16048.0,6719.2148696235945,-14075.0,14.6,30123.0,30812.946153846162,1000.0,46848.9,7990.971151238132,24782.0,1000.0,45848.9,34,44,0.4358974358974359,0.5641025641025641,2,0,0,0,south Bohemia,58796,9045,3.13,3.6,124,1845,1879
6764,8776,no,1995-08-26,33984,48,708,64,49,M,64,monthly issuance,1994-08-24,1972-08-04,1995-08-19,1994-08-24,70,635.2242857142858,-14700.0,20196.0,7694.641657945109,-10300.0,14.6,34896.0,38587.76000000001,600.0,55077.5,9896.492445941623,44465.4,600.0,54477.5,36,34,0.5142857142857142,0.4857142857142857,1,0,0,0,south Moravia,197099,9624,1.60,2.31,145,4484,4265
5237,1375,no,1995-08-29,45336,24,1889,19,64,M,19,monthly issuance,1994-04-27,1957-04-29,1995-08-20,1994-04-27,90,442.66333333333347,-19900.0,30436.0,11383.029268904229,-11900.0,14.6,50336.0,48152.953333333375,800.0,71486.0,11574.102240004077,40939.5,800.0,70686.0,33,57,0.36666666666666664,0.6333333333333333,1,0,0,0,south Bohemia,51428,8402,3.13,3.98,120,999,1099
6726,8492,no,1995-09-03,85860,60,1431,2,66,F,2,monthly issuance,1994-06-29,1955-10-20,1995-08-31,1994-06-29,96,410.0729166666667,-10300.0,16713.0,5437.715083890895,-14.6,5.0,27013.0,30461.404166666678,1000.0,44713.5,7824.866629042196,39366.8,1000.0,43713.5,47,49,0.4895833333333333,0.5104166666666666,1,0,0,0,central Bohemia,88884,8507,1.67,1.85,132,2159,2674
6933,9493,no,1995-09-09,188688,48,3931,64,56,F,64,monthly issuance,1995-04-02,1965-07-23,1995-09-06,1995-04-02,22,1071.8090909090913,-24500.0,35378.0,16076.411550968205,-3592.0,14.6,59878.0,42203.17272727273,400.0,71255.7,20050.27841673887,23579.7,400.0,70855.7,12,10,0.5454545454545454,0.45454545454545453,1,0,0,0,south Moravia,197099,9624,1.60,2.31,145,4484,4265
5145,915,no,1995-09-16,309552,48,6449,72,86,M,72,monthly issuance,1995-01-18,1935-01-29,1995-09-15,1995-01-18,35,1479.9857142857147,-50600.0,58041.0,24657.712996189184,-16300.0,14.6,108641.0,56105.49999999996,700.0,121713.2,21979.384405419012,51799.4,700.0,121013.2,16,19,0.45714285714285713,0.5428571428571428,1,0,0,0,north Moravia,226122,8994,3.80,4.79,110,9672,9208
7008,9897,no,1995-09-22,36168,12,3014,1,60,M,1,monthly issuance,1995-03-04,1961-08-19,1995-09-17,1995-03-04,36,809.3888888888891,-18500.0,27122.0,10278.817064561963,-3000.0,14.6,45622.0,39063.76666666667,300.0,63738.0,14039.273386590507,29138.1,300.0,63438.0,15,21,0.4166666666666667,0.5833333333333334,1,0,0,0,Prague,1204953,12541,0.29,0.43,167,85677,99107
7227,10942,no,1995-10-02,314520,60,5242,44,66,F,44,weekly issuance,1994-06-05,1955-11-18,1995-09-30,1994-06-05,130,388.36230769230764,-56700.0,49457.0,21790.34825362607,309.5,30.0,106157.0,63527.42000000002,500.0,128119.4,28698.379826165863,50517.0,500.0,127619.4,56,74,0.4307692307692308,0.5692307692307692,1,0,0,0,east Bohemia,105606,8254,2.79,3.76,97,2166,2325
6600,7861,no,1995-10-08,21852,36,607,34,66,M,34,monthly issuance,1995-04-22,1954-12-05,1995-10-05,1995-04-22,18,2383.294444444445,-18100.0,27736.5,13297.319828113626,-26.0,14.6,45836.5,38509.05,700.0,60863.2,15001.855573002804,42899.4,700.0,60163.2,12,6,0.6666666666666666,0.3333333333333333,1,0,0,0,north Bohemia,125236,9675,6.43,7.68,100,5323,5190
6712,8405,no,1995-10-14,266220,60,4437,20,56,F,20,monthly issuance,1994-05-10,1965-02-17,1995-10-12,1994-05-10,144,265.00069444444466,-23840.0,33190.0,9870.65015534237,-5200.0,14.6,57030.0,34922.881249999984,900.0,66744.4,11836.447603426754,38159.6,900.0,65844.4,53,91,0.3680555555555556,0.6319444444444444,1,0,0,0,south Bohemia,70646,8547,2.65,3.64,120,1563,1542
7057,10093,no,1995-10-20,231696,36,6436,1,48,M,1,weekly issuance,1994-07-01,1973-05-30,1995-10-10,1994-07-01,126,316.4674603174603,-36000.0,60566.0,17919.22786486886,-7300.0,30.0,96566.0,45873.61666666672,800.0,108575.3,20926.369442514395,39874.7,800.0,107775.3,34,92,0.2698412698412698,0.7301587301587301,2,0,0,0,Prague,1204953,12541,0.29,0.43,167,85677,99107
7176,10663,no,1995-10-28,260028,36,7223,11,44,M,11,monthly issuance,1993-12-08,1976-11-25,1995-10-14,1993-12-08,161,433.8577639751553,-51700.0,65008.0,19972.231296226146,-4782.0,14.6,116708.0,50676.81987577646,200.0,124900.7,20993.62804538802,69850.9,200.0,124700.7,47,114,0.2919254658385093,0.7080745341614907,1,0,0,0,central Bohemia,75637,9622,0.45,0.59,154,3475,3529
7304,11349,no,1995-10-29,419880,60,6998,1,76,F,1,weekly issuance,1995-05-26,1945-10-30,1995-10-23,1995-05-26,18,1372.4722222222222,-64800.0,62982.0,33871.42166678545,300.0,39.0,127782.0,59352.83333333334,200.0,104039.9,27879.396856671145,24704.4,200.0,103839.9,11,7,0.6111111111111112,0.3888888888888889,2,0,0,0,Prague,1204953,12541,0.29,0.43,167,85677,99107
5880,4423,no,1995-10-31,73836,36,2051,39,54,F,39,monthly issuance,1995-04-26,1967-05-29,1995-10-26,1995-04-26,19,3550.163157894737,-37000.0,44281.0,23125.7389687626,22321.0,19.1,81281.0,55315.16842105263,900.0,129607.8,32965.14577809675,67453.1,900.0,128707.8,14,5,0.7368421052631579,0.2631578947368421,1,0,0,0,north Bohemia,119895,10446,7.34,9.4,90,4947,4743
6362,6738,no,1995-10-31,37908,12,3159,62,45,F,62,monthly issuance,1994-07-28,1976-05-08,1995-10-21,1994-07-28,76,606.7592105263159,-22479.0,28431.0,11087.586234682192,-12300.0,14.1,50910.0,42164.027631578945,800.0,69530.4,12938.940496291016,46113.5,800.0,68730.4,31,45,0.40789473684210525,0.5921052631578947,1,0,0,0,south Moravia,145688,8544,1.29,1.86,109,2719,2906
6535,7546,no,1995-11-02,41952,12,3496,43,48,M,43,monthly issuance,1994-09-03,1972-12-10,1995-10-31,1994-09-03,105,234.97904761904778,-25400.0,31462.0,9988.010979859182,134.4,14.6,56862.0,41502.025714285715,500.0,71527.0,13263.348751707794,24687.4,500.0,71027.0,31,74,0.29523809523809524,0.7047619047619048,1,0,0,0,east Bohemia,161854,9425,1.72,2.5,125,4085,3891
5449,2343,no,1995-11-04,99336,24,4139,68,41,F,68,monthly issuance,1994-12-09,1980-07-09,1995-10-31,1994-12-09,52,592.773076923077,-11900.0,16866.0,6291.603155221278,130.2,14.6,28766.0,27019.571153846144,300.0,46568.0,7892.721828749214,30838.7,300.0,46268.0,24,28,0.46153846153846156,0.5384615384615384,1,0,0,0,north Moravia,228848,9893,4.09,4.72,96,5623,5887
6342,6609,yes,1995-11-12,60156,36,1671,16,45,M,16,monthly issuance,1995-03-27,1976-08-08,1995-11-10,1995-03-27,56,1191.301785714286,-53600.0,49767.0,23126.58779759381,-53600.0,14.6,103367.0,72667.63571428569,400.0,159712.8,34206.987415175485,106112.8,400.0,159312.8,26,30,0.4642857142857143,0.5357142857142857,1,0,0,0,south Bohemia,93931,8427,1.12,1.54,107,1874,1913
5409,2218,no,1995-11-18,182040,60,3034,19,70,F,19,monthly issuance,1994-11-21,1951-03-24,1995-11-17,1994-11-21,59,656.7389830508471,-53500.0,61557.0,26231.609295302205,-3000.0,14.6,115057.0,67475.90169491527,600.0,110447.5,21927.679528674224,38747.5,600.0,109847.5,24,35,0.4067796610169492,0.5932203389830508,2,0,0,0,south Bohemia,51428,8402,3.13,3.98,120,999,1099
